id,customerid,ordertimestamp,shippingaddressid,total,shippingcost,created,updated
1643,715,2018-07-25 21:10:53.954186+00,715,295.5,3.9,2018-08-02 13:30:40.686986+00,
1644,184,2017-09-12 18:33:53.848586+00,184,283.05,3.9,2018-08-02 13:30:40.686986+00,
1645,441,2017-03-10 02:34:05.829386+00,441,193,3.9,2018-08-02 13:30:40.686986+00,
1646,727,2017-10-10 22:16:01.826186+00,727,116,3.9,2018-08-02 13:30:40.686986+00,
1647,783,2017-10-25 22:12:21.246986+00,783,429.1,3.9,2018-08-02 13:30:40.686986+00,
1648,644,2018-02-24 16:28:34.974986+00,644,210,3.9,2018-08-02 13:30:40.686986+00,
1649,786,2018-06-07 10:54:01.317386+00,786,150.33,3.9,2018-08-02 13:30:40.686986+00,
1650,397,2018-01-06 03:41:27.707786+00,397,170.6,3.9,2018-08-02 13:30:40.686986+00,
1651,588,2017-11-05 05:16:57.928586+00,588,320.37,3.9,2018-08-02 13:30:40.686986+00,
1652,646,2018-03-11 15:42:33.803786+00,646,202.89,3.9,2018-08-02 13:30:40.686986+00,
1653,533,2017-09-17 00:17:23.963786+00,533,308.77,3.9,2018-08-02 13:30:40.686986+00,
1654,723,2017-03-28 09:28:43.586186+00,723,129,3.9,2018-08-02 13:30:40.686986+00,
1655,931,2016-08-26 15:01:53.349386+00,931,245.52,3.9,2018-08-02 13:30:40.686986+00,
1656,412,2016-10-12 06:29:40.869386+00,412,114.76,3.9,2018-08-02 13:30:40.686986+00,
1657,702,2016-12-18 03:58:41.051786+00,702,62.4,3.9,2018-08-02 13:30:40.686986+00,
1658,432,2018-04-05 16:27:53.157386+00,432,333.9,3.9,2018-08-02 13:30:40.686986+00,
1659,235,2017-07-13 00:21:15.688586+00,235,237.02,3.9,2018-08-02 13:30:40.686986+00,
1660,669,2017-01-20 10:16:57.986186+00,669,222.68,3.9,2018-08-02 13:30:40.686986+00,
1661,347,2018-03-20 21:12:30.117386+00,347,73.92,3.9,2018-08-02 13:30:40.686986+00,
1662,204,2016-11-20 17:03:58.686986+00,204,128,3.9,2018-08-02 13:30:40.686986+00,
1663,626,2017-05-21 16:07:23.858186+00,626,89.4,3.9,2018-08-02 13:30:40.686986+00,
1664,132,2017-09-21 14:18:22.773386+00,1132,69,3.9,2018-08-02 13:30:40.686986+00,
1665,375,2018-04-08 11:59:48.328586+00,375,207.35,3.9,2018-08-02 13:30:40.686986+00,
1666,242,2017-07-09 11:47:58.811786+00,242,124,3.9,2018-08-02 13:30:40.686986+00,
1667,568,2018-06-01 10:18:46.331786+00,568,383.32,3.9,2018-08-02 13:30:40.686986+00,
1668,381,2017-02-14 03:36:35.330186+00,381,123.82,3.9,2018-08-02 13:30:40.686986+00,
1669,892,2017-11-15 14:54:15.602186+00,892,275,3.9,2018-08-02 13:30:40.686986+00,
1670,784,2016-09-26 11:22:32.210186+00,784,48,3.9,2018-08-02 13:30:40.686986+00,
1671,760,2018-05-08 16:25:22.734986+00,760,182,3.9,2018-08-02 13:30:40.686986+00,
1672,668,2017-11-30 03:58:15.477386+00,668,203.83,3.9,2018-08-02 13:30:40.686986+00,
1673,344,2017-01-05 02:06:28.418186+00,344,92,3.9,2018-08-02 13:30:40.686986+00,
1674,605,2017-03-02 04:51:02.123786+00,605,329.4,3.9,2018-08-02 13:30:40.686986+00,
1675,335,2017-04-03 14:23:06.165386+00,335,189,3.9,2018-08-02 13:30:40.686986+00,
1676,403,2018-04-08 03:22:40.101386+00,403,290.45,3.9,2018-08-02 13:30:40.686986+00,
1677,707,2018-05-06 17:02:26.238986+00,707,163.12,3.9,2018-08-02 13:30:40.686986+00,
1678,267,2017-11-07 10:04:17.406986+00,267,336.2,3.9,2018-08-02 13:30:40.686986+00,
1679,108,2017-07-11 22:33:31.845386+00,1108,377.33,3.9,2018-08-02 13:30:40.686986+00,
1680,757,2016-10-23 14:22:28.667786+00,757,429.82,3.9,2018-08-02 13:30:40.686986+00,
1681,790,2017-10-28 17:25:49.893386+00,790,223.05,3.9,2018-08-02 13:30:40.686986+00,
1682,837,2016-11-06 14:33:32.306186+00,837,64,3.9,2018-08-02 13:30:40.686986+00,
1683,159,2016-10-28 18:05:07.835786+00,159,306.1,3.9,2018-08-02 13:30:40.686986+00,
1684,106,2017-11-11 04:57:20.555786+00,1106,141.92,3.9,2018-08-02 13:30:40.686986+00,
1685,374,2017-05-28 16:23:34.562186+00,374,177,3.9,2018-08-02 13:30:40.686986+00,
1686,767,2017-10-04 18:31:22.907786+00,767,346.06,3.9,2018-08-02 13:30:40.686986+00,
1687,978,2017-10-09 04:48:05.262986+00,978,62.4,3.9,2018-08-02 13:30:40.686986+00,
1688,891,2017-07-02 04:25:28.264586+00,891,325.72,3.9,2018-08-02 13:30:40.686986+00,
1689,607,2017-10-11 22:19:53.982986+00,607,501.65,3.9,2018-08-02 13:30:40.686986+00,
1690,1084,2018-05-28 21:02:26.872586+00,1084,41.44,3.9,2018-08-02 13:30:40.686986+00,
1691,290,2017-10-27 11:12:31.730186+00,290,522.62,3.9,2018-08-02 13:30:40.686986+00,
1692,249,2018-04-01 10:46:34.283786+00,249,393.85,3.9,2018-08-02 13:30:40.686986+00,
1693,365,2017-04-11 16:28:04.389386+00,365,370.69,3.9,2018-08-02 13:30:40.686986+00,
1694,352,2018-01-26 20:13:57.352586+00,352,55.8,3.9,2018-08-02 13:30:40.686986+00,
1695,714,2016-10-09 21:03:33.227786+00,714,170,3.9,2018-08-02 13:30:40.686986+00,
1696,760,2017-04-09 23:48:51.170186+00,760,209,3.9,2018-08-02 13:30:40.686986+00,
1697,570,2018-04-23 07:56:21.803786+00,570,182.65,3.9,2018-08-02 13:30:40.686986+00,
1698,520,2017-12-23 11:56:09.045386+00,520,474.96,3.9,2018-08-02 13:30:40.686986+00,
1699,676,2017-11-26 10:08:33.582986+00,676,500.95,3.9,2018-08-02 13:30:40.686986+00,
1700,946,2018-02-16 01:17:55.528586+00,946,135,3.9,2018-08-02 13:30:40.686986+00,
1701,631,2018-04-06 20:49:22.706186+00,631,467,3.9,2018-08-02 13:30:40.686986+00,
1702,450,2017-01-05 13:16:00.789386+00,450,150.1,3.9,2018-08-02 13:30:40.686986+00,
1703,344,2016-09-20 09:35:08.843786+00,344,345.87,3.9,2018-08-02 13:30:40.686986+00,
1704,702,2017-04-10 17:17:06.050186+00,702,154.56,3.9,2018-08-02 13:30:40.686986+00,
1705,106,2018-06-23 10:48:47.685386+00,1106,250.56,3.9,2018-08-02 13:30:40.686986+00,
1706,393,2017-02-08 05:38:52.418186+00,393,545.72,3.9,2018-08-02 13:30:40.686986+00,
1707,206,2018-03-20 21:50:18.549386+00,206,149.4,3.9,2018-08-02 13:30:40.686986+00,
1708,476,2017-10-17 20:05:08.411786+00,476,151.38,3.9,2018-08-02 13:30:40.686986+00,
1709,826,2017-08-02 13:30:25.566986+00,826,210.85,3.9,2018-08-02 13:30:40.686986+00,
1710,1064,2016-09-24 12:28:31.230986+00,1064,325.33,3.9,2018-08-02 13:30:40.686986+00,
1711,398,2017-07-21 22:39:31.269386+00,398,115.64,3.9,2018-08-02 13:30:40.686986+00,
1712,552,2017-10-10 03:58:20.747786+00,552,116.1,3.9,2018-08-02 13:30:40.686986+00,
1713,436,2017-10-28 19:39:42.933386+00,436,75.65,3.9,2018-08-02 13:30:40.686986+00,
1714,958,2018-05-04 02:29:47.320586+00,958,421.4,3.9,2018-08-02 13:30:40.686986+00,
1715,544,2017-05-13 14:41:13.077386+00,544,256.32,3.9,2018-08-02 13:30:40.686986+00,
1716,157,2018-05-19 19:30:53.474186+00,157,353.07,3.9,2018-08-02 13:30:40.686986+00,
1717,542,2017-11-14 20:42:11.742986+00,542,199,3.9,2018-08-02 13:30:40.686986+00,
1718,490,2016-08-08 22:26:48.184586+00,490,255,3.9,2018-08-02 13:30:40.686986+00,
1719,764,2018-07-11 00:16:04.907786+00,764,531.05,3.9,2018-08-02 13:30:40.686986+00,
1720,928,2018-05-27 14:02:28.485386+00,928,424.69,3.9,2018-08-02 13:30:40.686986+00,
1721,478,2017-08-21 22:18:22.830986+00,478,181,3.9,2018-08-02 13:30:40.686986+00,
1722,789,2016-08-16 16:53:12.501386+00,789,323.85,3.9,2018-08-02 13:30:40.686986+00,
1723,619,2017-07-06 20:26:45.016586+00,619,493.88,3.9,2018-08-02 13:30:40.686986+00,
1724,107,2018-07-18 23:55:12.798986+00,1107,545.5,3.9,2018-08-02 13:30:40.686986+00,
1725,706,2016-10-29 03:29:53.310986+00,706,223.6,3.9,2018-08-02 13:30:40.686986+00,
1726,273,2016-10-30 16:13:07.298186+00,273,307,3.9,2018-08-02 13:30:40.686986+00,
1727,259,2018-04-19 02:55:49.950986+00,259,227.88,3.9,2018-08-02 13:30:40.686986+00,
1728,853,2017-11-25 04:47:47.464586+00,853,147,3.9,2018-08-02 13:30:40.686986+00,
1729,1020,2018-02-13 07:55:50.008586+00,1020,82,3.9,2018-08-02 13:30:40.686986+00,
1730,918,2017-01-19 18:44:22.322186+00,918,76.8,3.9,2018-08-02 13:30:40.686986+00,
1731,1016,2018-03-09 13:29:19.730186+00,1016,173,3.9,2018-08-02 13:30:40.686986+00,
1732,137,2017-07-15 04:16:29.387786+00,137,137,3.9,2018-08-02 13:30:40.686986+00,
1733,894,2017-11-03 14:55:36.213386+00,894,90.09,3.9,2018-08-02 13:30:40.686986+00,
1734,764,2017-12-18 07:42:32.795786+00,764,501.28,3.9,2018-08-02 13:30:40.686986+00,
1735,585,2018-02-12 14:09:31.758986+00,585,119.88,3.9,2018-08-02 13:30:40.686986+00,
1736,1052,2018-05-24 15:57:55.346186+00,1052,254.02,3.9,2018-08-02 13:30:40.686986+00,
1737,200,2017-12-29 03:35:19.125386+00,200,175.57,3.9,2018-08-02 13:30:40.686986+00,
1738,529,2017-12-26 22:54:28.706186+00,529,153.64,3.9,2018-08-02 13:30:40.686986+00,
1739,719,2017-02-11 04:40:30.107786+00,719,323.05,3.9,2018-08-02 13:30:40.686986+00,
1740,371,2017-01-27 13:40:31.144586+00,371,464.6,3.9,2018-08-02 13:30:40.686986+00,
1741,823,2016-08-08 08:27:49.902986+00,823,115.6,3.9,2018-08-02 13:30:40.686986+00,
1742,484,2017-10-22 05:38:34.533386+00,484,141.19,3.9,2018-08-02 13:30:40.686986+00,
1743,496,2016-08-15 10:51:19.403786+00,496,403.75,3.9,2018-08-02 13:30:40.686986+00,
1744,536,2018-02-26 05:06:53.474186+00,536,65.28,3.9,2018-08-02 13:30:40.686986+00,
1745,854,2018-02-10 07:16:04.331786+00,854,102.6,3.9,2018-08-02 13:30:40.686986+00,
1746,489,2018-06-13 20:14:18.434186+00,489,273,3.9,2018-08-02 13:30:40.686986+00,
1747,1006,2018-04-29 07:35:36.002186+00,1006,194.6,3.9,2018-08-02 13:30:40.686986+00,
1748,396,2018-07-27 23:57:43.221386+00,396,226.96,3.9,2018-08-02 13:30:40.686986+00,
1749,493,2018-06-10 13:39:25.998986+00,493,164.88,3.9,2018-08-02 13:30:40.686986+00,
1750,409,2018-03-27 21:39:50.853386+00,409,198.23,3.9,2018-08-02 13:30:40.686986+00,
1751,970,2018-05-19 09:35:57.054986+00,970,267.04,3.9,2018-08-02 13:30:40.686986+00,
1752,832,2017-06-03 10:56:54.894986+00,832,65,3.9,2018-08-02 13:30:40.686986+00,
1753,998,2017-10-15 09:29:03.544586+00,998,35.51,3.9,2018-08-02 13:30:40.686986+00,
1754,436,2017-11-13 22:54:08.056586+00,436,512.18,3.9,2018-08-02 13:30:40.686986+00,
1755,729,2017-06-08 23:13:13.288586+00,729,388.54,3.9,2018-08-02 13:30:40.686986+00,
1756,272,2017-07-06 16:42:25.019786+00,272,176.4,3.9,2018-08-02 13:30:40.686986+00,
1757,132,2018-07-26 12:57:29.685386+00,1132,230.2,3.9,2018-08-02 13:30:40.686986+00,
1758,508,2016-08-22 05:49:50.786186+00,508,269.55,3.9,2018-08-02 13:30:40.686986+00,
1759,974,2017-04-06 13:23:05.963786+00,974,246.32,3.9,2018-08-02 13:30:40.686986+00,
1760,141,2016-12-08 08:31:07.845386+00,141,191.12,3.9,2018-08-02 13:30:40.686986+00,
1761,866,2017-05-15 14:44:48.472586+00,866,435.53,3.9,2018-08-02 13:30:40.686986+00,
1762,205,2017-12-08 21:58:23.339786+00,205,384.73,3.9,2018-08-02 13:30:40.686986+00,
1763,510,2017-12-28 10:31:25.787786+00,510,73,3.9,2018-08-02 13:30:40.686986+00,
1764,296,2016-08-08 08:22:49.144586+00,296,518.84,3.9,2018-08-02 13:30:40.686986+00,
1765,731,2017-12-06 06:29:29.378186+00,731,239.6,3.9,2018-08-02 13:30:40.686986+00,
1766,533,2017-05-22 18:42:21.362186+00,533,444,3.9,2018-08-02 13:30:40.686986+00,
1767,998,2017-10-24 13:54:46.763786+00,998,276.34,3.9,2018-08-02 13:30:40.686986+00,
1768,600,2017-07-07 08:32:59.214986+00,600,378.62,3.9,2018-08-02 13:30:40.686986+00,
1769,316,2018-03-19 18:08:37.960586+00,316,266.88,3.9,2018-08-02 13:30:40.686986+00,
1770,163,2018-07-18 11:40:16.312586+00,163,74.12,3.9,2018-08-02 13:30:40.686986+00,
1771,589,2017-08-06 19:53:02.910986+00,589,450.54,3.9,2018-08-02 13:30:40.686986+00,
1772,193,2016-12-23 13:39:31.182986+00,193,302.65,3.9,2018-08-02 13:30:40.686986+00,
1773,905,2018-03-12 09:54:46.043786+00,905,173,3.9,2018-08-02 13:30:40.686986+00,
1774,369,2018-03-25 15:49:18.155786+00,369,193.74,3.9,2018-08-02 13:30:40.686986+00,
1775,314,2016-12-31 22:00:51.688586+00,314,65.96,3.9,2018-08-02 13:30:40.686986+00,
1776,508,2016-10-28 12:57:51.285386+00,508,116.22,3.9,2018-08-02 13:30:40.686986+00,
1777,182,2017-03-13 18:44:13.077386+00,182,114,3.9,2018-08-02 13:30:40.686986+00,
1778,372,2018-03-20 06:37:46.869386+00,372,148.32,3.9,2018-08-02 13:30:40.686986+00,
1779,583,2017-11-16 04:14:20.738186+00,583,379.4,3.9,2018-08-02 13:30:40.686986+00,
1780,909,2017-10-24 07:27:45.899786+00,909,83.4,3.9,2018-08-02 13:30:40.686986+00,
1781,155,2017-02-01 01:07:05.800586+00,155,236.2,3.9,2018-08-02 13:30:40.686986+00,
1782,571,2017-02-18 08:54:19.490186+00,571,371,3.9,2018-08-02 13:30:40.686986+00,
1783,623,2017-05-01 18:50:28.053386+00,623,287.12,3.9,2018-08-02 13:30:40.686986+00,
1784,234,2018-03-12 00:48:17.502986+00,234,341.14,3.9,2018-08-02 13:30:40.686986+00,
1785,841,2018-06-27 17:53:44.066186+00,841,271.49,3.9,2018-08-02 13:30:40.686986+00,
1786,588,2017-05-28 02:21:35.358986+00,588,317.95,3.9,2018-08-02 13:30:40.686986+00,
1787,784,2017-05-15 14:13:57.179786+00,784,296,3.9,2018-08-02 13:30:40.686986+00,
1788,918,2017-07-19 10:47:48.933386+00,918,412.61,3.9,2018-08-02 13:30:40.686986+00,
1789,396,2016-08-19 01:16:22.475786+00,396,287.09,3.9,2018-08-02 13:30:40.686986+00,
1790,169,2016-12-15 23:48:38.728586+00,169,295.72,3.9,2018-08-02 13:30:40.686986+00,
1791,242,2018-03-06 21:17:04.437386+00,242,115,3.9,2018-08-02 13:30:40.686986+00,
1792,807,2016-11-20 23:54:32.104586+00,807,436.32,3.9,2018-08-02 13:30:40.686986+00,
1793,482,2018-03-28 14:49:39.035786+00,482,333.58,3.9,2018-08-02 13:30:40.686986+00,
1794,252,2017-07-02 02:58:23.829386+00,252,382.89,3.9,2018-08-02 13:30:40.686986+00,
1795,987,2017-08-18 17:41:58.869386+00,987,68,3.9,2018-08-02 13:30:40.686986+00,
1796,850,2017-12-18 03:24:39.246986+00,850,133,3.9,2018-08-02 13:30:40.686986+00,
1797,965,2017-01-08 07:06:45.582986+00,965,568.74,3.9,2018-08-02 13:30:40.686986+00,
1798,410,2017-08-29 01:56:31.826186+00,410,162.66,3.9,2018-08-02 13:30:40.686986+00,
1799,987,2017-05-25 12:09:17.013386+00,987,272.96,3.9,2018-08-02 13:30:40.686986+00,
1800,944,2018-01-05 19:29:14.891786+00,944,62,3.9,2018-08-02 13:30:40.686986+00,
1801,634,2016-10-01 09:35:21.198986+00,634,386.71,3.9,2018-08-02 13:30:40.686986+00,
1802,534,2017-06-08 12:29:15.294986+00,534,364.57,3.9,2018-08-02 13:30:40.686986+00,
1803,470,2018-03-18 23:20:09.563786+00,470,509,3.9,2018-08-02 13:30:40.686986+00,
1804,259,2017-04-07 15:55:34.082186+00,259,436.21,3.9,2018-08-02 13:30:40.686986+00,
1805,412,2018-01-27 20:20:33.496586+00,412,339.12,3.9,2018-08-02 13:30:40.686986+00,
1806,1031,2017-02-17 22:32:14.085386+00,1031,65,3.9,2018-08-02 13:30:40.686986+00,
1807,1014,2016-09-06 08:04:51.131786+00,1014,523.82,3.9,2018-08-02 13:30:40.686986+00,
1808,730,2018-04-20 00:49:39.410186+00,730,44.46,3.9,2018-08-02 13:30:40.686986+00,
1809,583,2016-08-14 20:56:55.355786+00,583,197.39,3.9,2018-08-02 13:30:40.686986+00,
1810,175,2018-03-17 12:49:06.232586+00,175,418.09,3.9,2018-08-02 13:30:40.686986+00,
1811,137,2018-03-15 21:49:06.578186+00,137,107,3.9,2018-08-02 13:30:40.686986+00,
1812,1069,2017-10-29 00:47:06.827786+00,1069,120.6,3.9,2018-08-02 13:30:40.686986+00,
1813,336,2017-04-24 18:54:08.546186+00,336,291.48,3.9,2018-08-02 13:30:40.686986+00,
1814,809,2018-04-14 01:02:44.008586+00,809,380.02,3.9,2018-08-02 13:30:40.686986+00,
1815,974,2017-10-16 02:55:51.506186+00,974,117.71,3.9,2018-08-02 13:30:40.686986+00,
1816,1083,2018-06-10 03:35:04.523786+00,1083,249.93,3.9,2018-08-02 13:30:40.686986+00,
1817,134,2016-08-11 11:02:12.501386+00,134,109.98,3.9,2018-08-02 13:30:40.686986+00,
1818,366,2017-11-05 08:18:42.818186+00,366,272.18,3.9,2018-08-02 13:30:40.686986+00,
1819,1085,2017-09-07 00:17:50.142986+00,1085,83,3.9,2018-08-02 13:30:40.686986+00,
1820,609,2018-06-06 15:56:35.166986+00,609,320.8,3.9,2018-08-02 13:30:40.686986+00,
1821,148,2018-06-09 13:04:59.224586+00,148,306.08,3.9,2018-08-02 13:30:40.686986+00,
1822,465,2017-09-27 06:10:56.718986+00,465,334.3,3.9,2018-08-02 13:30:40.686986+00,
1823,786,2017-03-09 04:44:50.171786+00,786,301.19,3.9,2018-08-02 13:30:40.686986+00,
1824,123,2017-07-13 15:36:24.962186+00,1123,188.52,3.9,2018-08-02 13:30:40.686986+00,
1825,371,2017-09-09 12:45:55.374986+00,371,326.66,3.9,2018-08-02 13:30:40.686986+00,
1826,709,2017-04-12 08:14:24.827786+00,709,216.6,3.9,2018-08-02 13:30:40.686986+00,
1827,801,2017-05-16 02:36:37.029386+00,801,50.4,3.9,2018-08-02 13:30:40.686986+00,
1828,692,2018-04-14 01:38:21.803786+00,692,345,3.9,2018-08-02 13:30:40.686986+00,
1829,359,2016-10-11 02:28:33.189386+00,359,233.4,3.9,2018-08-02 13:30:40.686986+00,
1830,730,2016-09-22 05:32:55.154186+00,730,147,3.9,2018-08-02 13:30:40.686986+00,
1831,902,2017-07-25 12:39:56.987786+00,902,315.44,3.9,2018-08-02 13:30:40.686986+00,
1832,535,2016-09-14 12:30:41.090186+00,535,486.33,3.9,2018-08-02 13:30:40.686986+00,
1833,771,2016-08-13 04:43:08.046986+00,771,345.64,3.9,2018-08-02 13:30:40.686986+00,
1834,979,2017-12-13 03:20:00.779786+00,979,290.15,3.9,2018-08-02 13:30:40.686986+00,
1835,554,2017-10-01 10:39:20.987786+00,554,129.14,3.9,2018-08-02 13:30:40.686986+00,
1836,507,2017-06-22 00:23:17.339786+00,507,489.6,3.9,2018-08-02 13:30:40.686986+00,
1837,658,2018-07-17 02:12:54.712586+00,658,459.38,3.9,2018-08-02 13:30:40.686986+00,
1838,1025,2018-06-08 20:10:31.979786+00,1025,204.09,3.9,2018-08-02 13:30:40.686986+00,
1839,105,2016-08-18 16:47:14.718986+00,1105,383.74,3.9,2018-08-02 13:30:40.686986+00,
1840,524,2018-04-10 15:34:58.562186+00,524,128.2,3.9,2018-08-02 13:30:40.686986+00,
1841,266,2017-12-26 20:32:07.288586+00,266,297,3.9,2018-08-02 13:30:40.686986+00,
1842,164,2017-11-30 06:10:49.720586+00,164,355.84,3.9,2018-08-02 13:30:40.686986+00,
1843,826,2018-07-13 02:53:23.675786+00,826,84.6,3.9,2018-08-02 13:30:40.686986+00,
1844,291,2016-09-02 19:50:39.054986+00,291,89.1,3.9,2018-08-02 13:30:40.686986+00,
1845,411,2016-11-08 10:35:35.829386+00,411,402.94,3.9,2018-08-02 13:30:40.686986+00,
1846,1034,2017-09-25 22:08:06.366986+00,1034,200.35,3.9,2018-08-02 13:30:40.686986+00,
1847,526,2017-11-22 22:08:39.371786+00,526,278.4,3.9,2018-08-02 13:30:40.686986+00,
1848,885,2018-07-05 03:31:29.992586+00,885,381,3.9,2018-08-02 13:30:40.686986+00,
1849,944,2017-12-10 18:35:48.846986+00,944,480.02,3.9,2018-08-02 13:30:40.686986+00,
1850,908,2018-02-03 14:27:04.629386+00,908,35.51,3.9,2018-08-02 13:30:40.686986+00,
1851,250,2016-08-27 12:29:29.637386+00,250,300.12,3.9,2018-08-02 13:30:40.686986+00,
1852,247,2016-10-01 03:47:13.221386+00,247,39,3.9,2018-08-02 13:30:40.686986+00,
1853,576,2018-01-22 05:32:46.254986+00,576,105,3.9,2018-08-02 13:30:40.686986+00,
1854,566,2017-10-31 05:26:28.859786+00,566,83,3.9,2018-08-02 13:30:40.686986+00,
1855,687,2016-08-23 12:28:53.176586+00,687,181.81,3.9,2018-08-02 13:30:40.686986+00,
1856,748,2017-03-13 11:50:54.981386+00,748,181.29,3.9,2018-08-02 13:30:40.686986+00,
1857,789,2017-07-15 20:15:04.830986+00,789,299.45,3.9,2018-08-02 13:30:40.686986+00,
1858,380,2017-06-17 15:59:08.526986+00,380,473.4,3.9,2018-08-02 13:30:40.686986+00,
1859,699,2017-03-04 09:12:26.747786+00,699,399.3,3.9,2018-08-02 13:30:40.686986+00,
1860,654,2017-06-07 03:41:08.872586+00,654,115,3.9,2018-08-02 13:30:40.686986+00,
1861,254,2016-09-22 11:14:11.003786+00,254,227.52,3.9,2018-08-02 13:30:40.686986+00,
1862,228,2018-07-26 17:29:09.650186+00,228,327.25,3.9,2018-08-02 13:30:40.686986+00,
1863,614,2017-01-25 11:48:59.810186+00,614,381.61,3.9,2018-08-02 13:30:40.686986+00,
1864,552,2017-09-23 03:34:39.986186+00,552,270.29,3.9,2018-08-02 13:30:40.686986+00,
1865,677,2018-07-16 19:18:52.725386+00,677,563.74,3.9,2018-08-02 13:30:40.686986+00,
1866,637,2016-09-23 05:57:41.320586+00,637,85.32,3.9,2018-08-02 13:30:40.686986+00,
1867,1042,2018-07-01 00:50:55.269386+00,1042,253,3.9,2018-08-02 13:30:40.686986+00,
1868,372,2018-05-02 13:18:01.749386+00,372,109,3.9,2018-08-02 13:30:40.686986+00,
1869,969,2016-08-19 11:53:00.866186+00,969,140.44,3.9,2018-08-02 13:30:40.686986+00,
1870,989,2018-02-20 20:58:39.813386+00,989,107.21,3.9,2018-08-02 13:30:40.686986+00,
1871,780,2017-11-08 13:04:20.949386+00,780,135.08,3.9,2018-08-02 13:30:40.686986+00,
1872,417,2017-11-03 11:34:17.493386+00,417,345.88,3.9,2018-08-02 13:30:40.686986+00,
1873,967,2017-07-31 20:19:21.525386+00,967,450.12,3.9,2018-08-02 13:30:40.686986+00,
1874,947,2018-05-06 08:58:36.962186+00,947,76.8,3.9,2018-08-02 13:30:40.686986+00,
1875,986,2017-12-13 15:33:02.440586+00,986,405.2,3.9,2018-08-02 13:30:40.686986+00,
1876,236,2017-03-04 16:39:54.251786+00,236,320,3.9,2018-08-02 13:30:40.686986+00,
1877,391,2018-03-11 19:12:50.104586+00,391,56,3.9,2018-08-02 13:30:40.686986+00,
1878,540,2017-03-09 22:40:40.043786+00,540,124,3.9,2018-08-02 13:30:40.686986+00,
1879,1010,2017-06-24 19:42:47.742986+00,1010,273.68,3.9,2018-08-02 13:30:40.686986+00,
1880,671,2017-11-27 01:30:37.835786+00,671,323.54,3.9,2018-08-02 13:30:40.686986+00,
1881,643,2016-11-10 23:11:06.453386+00,643,332,3.9,2018-08-02 13:30:40.686986+00,
1882,197,2017-06-27 19:09:58.082186+00,197,346.26,3.9,2018-08-02 13:30:40.686986+00,
1883,653,2017-03-08 20:20:19.067786+00,653,478.67,3.9,2018-08-02 13:30:40.686986+00,
1884,544,2017-04-21 23:59:05.042186+00,544,471.13,3.9,2018-08-02 13:30:40.686986+00,
1885,724,2018-04-17 17:43:19.653386+00,724,104.6,3.9,2018-08-02 13:30:40.686986+00,
1886,568,2017-06-11 04:01:54.155786+00,568,196.62,3.9,2018-08-02 13:30:40.686986+00,
1887,116,2018-01-05 00:35:22.149386+00,1116,365,3.9,2018-08-02 13:30:40.686986+00,
1888,534,2017-06-29 09:04:52.456586+00,534,220.42,3.9,2018-08-02 13:30:40.686986+00,
1889,1071,2017-09-02 04:31:25.442186+00,1071,134,3.9,2018-08-02 13:30:40.686986+00,
1890,710,2017-11-03 13:12:25.912586+00,710,59,3.9,2018-08-02 13:30:40.686986+00,
1891,738,2017-11-25 23:20:35.051786+00,738,292.92,3.9,2018-08-02 13:30:40.686986+00,
1892,624,2017-11-25 17:37:55.826186+00,624,568.8,3.9,2018-08-02 13:30:40.686986+00,
1893,270,2016-08-29 01:39:42.242186+00,270,283.81,3.9,2018-08-02 13:30:40.686986+00,
1894,691,2018-04-02 23:03:36.741386+00,691,205.05,3.9,2018-08-02 13:30:40.686986+00,
1895,479,2018-02-18 17:33:37.922186+00,479,347,3.9,2018-08-02 13:30:40.686986+00,
1896,881,2017-01-31 15:08:58.264586+00,881,204.28,3.9,2018-08-02 13:30:40.686986+00,
1897,397,2018-06-18 22:47:06.251786+00,397,39,3.9,2018-08-02 13:30:40.686986+00,
1898,679,2017-12-18 23:58:19.163786+00,679,95,3.9,2018-08-02 13:30:40.686986+00,
1899,627,2017-05-29 15:37:21.813386+00,627,227,3.9,2018-08-02 13:30:40.686986+00,
1900,1091,2016-09-04 04:57:23.061386+00,1091,305.24,3.9,2018-08-02 13:30:40.686986+00,
1901,596,2017-08-11 04:17:05.157386+00,596,125,3.9,2018-08-02 13:30:40.686986+00,
1902,396,2017-01-15 10:13:03.582986+00,396,162.63,3.9,2018-08-02 13:30:40.686986+00,
1903,1069,2018-01-30 03:22:32.066186+00,1069,365,3.9,2018-08-02 13:30:40.686986+00,
1904,544,2017-06-07 08:40:51.736586+00,544,275.33,3.9,2018-08-02 13:30:40.686986+00,
1905,531,2017-12-16 00:25:06.117386+00,531,296.16,3.9,2018-08-02 13:30:40.686986+00,
1906,339,2016-10-04 23:39:27.150986+00,339,201.92,3.9,2018-08-02 13:30:40.686986+00,
1907,728,2017-10-29 14:18:50.334986+00,728,181.55,3.9,2018-08-02 13:30:40.686986+00,
1908,818,2018-05-01 11:06:11.829386+00,818,105,3.9,2018-08-02 13:30:40.686986+00,
1909,217,2018-04-16 22:34:15.909386+00,217,195.02,3.9,2018-08-02 13:30:40.686986+00,
1910,262,2017-05-22 14:30:51.170186+00,262,397.21,3.9,2018-08-02 13:30:40.686986+00,
1911,430,2018-06-16 14:57:37.086986+00,430,250.18,3.9,2018-08-02 13:30:40.686986+00,
1912,896,2017-06-18 07:31:58.014986+00,896,210.08,3.9,2018-08-02 13:30:40.686986+00,
